times,left,right
0.0,0.0,0.0
0.07867097854614258,0.0,0.0
0.1780698299407959,0.0,0.0
0.276716947555542,0.0,0.0
0.3864269256591797,0.0,0.0
0.48679184913635254,0.0,0.0
0.58467698097229,0.0,0.0
0.6840698719024658,0.0,0.0
0.7828140258789062,0.0,0.0
0.8820040225982666,0.0,0.0
0.9821178913116455,0.0,0.0
1.0806469917297363,0.0,0.0
1.180042028427124,0.0,0.0
1.2777438163757324,0.0,0.0
1.3781909942626953,0.0,0.0
1.487367868423462,0.0,0.0
1.5862929821014404,0.0,0.0
1.6857898235321045,0.0,0.0
1.7837059497833252,0.0,0.0
1.8835639953613281,0.0,0.0
1.984565019607544,0.0,0.0
2.0808768272399902,0.0,0.0
2.1801609992980957,0.0,0.0
2.278674840927124,0.0,0.0
2.3776798248291016,0.0,0.0
2.4797909259796143,0.0,0.0
2.586887836456299,0.0,0.0
2.685732841491699,0.0,0.0
2.784662961959839,0.0,0.0
2.8896539211273193,0.0,0.0
2.9838039875030518,0.0,0.0
3.082828998565674,0.0,0.0
3.1816508769989014,0.0,0.0
3.2806499004364014,0.0,0.0
3.379328966140747,0.0,0.0
3.4783129692077637,0.0,0.0
3.5823090076446533,0.0,0.0
3.686671018600464,0.0,0.0
3.7869088649749756,0.0,0.0
3.8847978115081787,0.0,0.0
3.9881539344787598,0.0,0.0
4.08380389213562,0.0,0.0
4.183969974517822,0.0,0.0
4.281646966934204,0.0,0.0
4.381237030029297,0.0,0.0
4.479249000549316,0.0,0.0
4.578795909881592,0.0,0.0
4.6789069175720215,0.0,0.0
4.793344974517822,0.0,0.0
4.8873138427734375,0.0,0.0
4.991582870483398,0.0,0.0
5.083577871322632,0.0,0.0
5.184985876083374,0.0,0.0
5.281792879104614,0.0,0.0
5.385439872741699,0.0,0.0
5.480821847915649,0.0,0.0
5.5789430141448975,0.0,0.0
5.6798248291015625,0.0,0.0
5.777537822723389,0.0,0.0
5.888274908065796,0.0,0.0
5.990080833435059,0.0,0.0
6.084692001342773,0.0,0.0
6.18404483795166,0.0,0.0
6.283650875091553,0.0,0.0
6.382298946380615,0.0,0.0
6.486236810684204,0.0,0.0
6.579495906829834,0.0,0.0
6.681063890457153,0.0,0.0
6.778980016708374,0.0,0.0
6.877413988113403,0.0,0.0
6.9885900020599365,0.0,0.0
7.086733818054199,0.0,0.0
7.18678092956543,0.0,0.0
7.283591032028198,0.0,0.0
7.382772922515869,0.0,0.0
7.482126951217651,0.0,0.0
7.581035852432251,0.0,0.0
7.68097186088562,0.0,0.0
7.779951810836792,0.0,0.0
7.886168956756592,0.0,0.0
7.97742486000061,0.0,0.0
8.087653875350952,0.0,0.0
8.18661093711853,0.0,0.0
8.28469181060791,0.0,0.0
8.388725996017456,0.0,0.0
8.483973979949951,0.0,0.0
8.582789897918701,0.0,0.0
8.681833982467651,0.0,0.0
8.78095293045044,0.0,0.0
8.881990909576416,0.0,0.0
8.979148864746094,0.0,0.0
9.076828956604004,0.0,0.0
9.186829805374146,0.0,0.0
9.287194967269897,0.0,0.0
9.384698867797852,0.0,0.0
9.489486932754517,0.0,0.0
9.58276891708374,0.0,0.0
9.684378862380981,0.0,0.0
9.78164792060852,0.0,0.0
9.88084888458252,0.0,0.0
9.979182958602905,0.0,0.0
10.077749967575073,0.0,0.0
10.177677869796753,0.0,0.0
10.28846287727356,0.0,0.0
10.38562297821045,0.0,0.0
10.491482019424438,0.0,0.0
10.58381986618042,0.0,0.0
10.68419599533081,0.0,0.0
10.781688928604126,0.0,0.0
10.882020950317383,0.0,0.0
10.984572887420654,0.0,0.0
11.078877925872803,0.0,0.0
11.178072929382324,0.0,0.0
11.277549982070923,0.0,0.0
11.386766910552979,0.0,0.0
11.486331939697266,0.0,0.0
11.584609031677246,0.0,0.0
11.684015989303589,0.0,0.0
11.782927989959717,0.0,0.0
11.881976842880249,0.0,0.0
11.982196807861328,0.0,0.0
12.07978892326355,0.0,0.0
12.179051876068115,0.0,0.0
12.279052019119263,0.0,0.0
12.379315853118896,0.0,0.0
12.487764835357666,0.0,0.0
12.586545944213867,0.0,0.0
12.6890869140625,0.0,0.0
12.785451889038086,0.0,0.0
12.883723020553589,0.0,0.0
12.983719825744629,0.0,0.0
