0,0,0,0,0,0,0,0
0.2,2.9124,-0.052148,-0.09871,0.42231,-0.40668,0.91839,0.0028632
0.3,2.9722,0.11189,0.019329,-0.17486,0.3777,0.17286,-0.0032034
0.4,2.9997,0.0056115,0.027331,0.27357,0.29453,1.1718,0.0085045
0.5,2.9406,0.04123,0.018351,-0.3713,-0.19455,0.51546,-0.010984
0.6,3.0503,0.05523,-0.010907,-0.17997,-0.31972,1.0163,-0.0079315
0.7,3.0641,0.052891,-0.11423,0.31774,0.12388,0.69429,-0.010467
0.8,3.1001,0.062829,0.0056213,0.18247,0.13263,0.90364,0.019396
0.9,2.9432,0.017444,-0.019313,0.77879,0.36508,1.5208,-0.01985
1,3.0228,0.096074,-0.056294,0.20562,-0.3169,0.69483,-0.018618
1.1,2.9586,0.016231,-0.016234,0.54831,0.16732,2.2283,-0.0048768
1.2,3.0917,0.0033999,-0.0039691,0.44615,-0.25546,1.193,0.0082856
1.3,3.0844,-0.015896,0.12752,0.055841,0.059401,1.7146,-0.00072512
1.4,3.008,-0.083162,0.039737,-0.13385,0.38705,1.8838,0.013866
1.5,3.0014,0.0082551,0.064533,0.3876,-0.15482,1.85,0.0083715
1.6,3.0377,-0.037825,-0.017016,0.17626,-0.070234,2.7864,0.0049583
1.7,2.9847,0.050674,0.1296,-0.035104,-0.25303,2.4735,-0.00093449
1.8,3.0098,-0.035694,-0.0062987,-0.10906,0.015353,2.0429,-0.011274
1.9,2.9791,0.070679,0.060647,0.18326,-0.073933,2.8611,0.0015416
2,3.0908,0.019629,-0.083132,0.25909,0.63369,2.6748,-0.01362
2.1,3.068,0.064838,-0.039202,-0.16661,0.061515,2.7823,-0.0086083
2.2,2.9593,0.015186,-0.061635,1.1651,-0.15423,4.0611,0.024115
2.3,3.017,-0.024315,-0.060469,-0.52323,0.52658,3.7587,-0.0064441
2.4,2.9387,-0.025765,-0.01473,0.4415,0.62817,2.8109,-0.012753
2.5,2.9992,-0.037229,-0.0050222,0.34868,0.1557,3.9083,0.013567
2.6,3.0613,0.046454,-0.019447,-0.39711,0.55865,3.909,-0.011261
2.7,2.9542,-0.05279,0.05517,-0.49887,-1.1536,4.2861,0.0098233
2.8,3.0445,-0.021362,0.021305,-0.20566,0.11494,3.6459,0.0051023
2.9,3.0014,0.0037839,0.051699,-0.1111,-0.27965,4.9743,-0.0037219
3,2.9918,0.019245,-0.0046664,-0.49793,-0.12361,4.1246,-0.009603
3.1,3.0203,0.058936,0.031021,0.19556,-0.049536,4.074,-0.0073598
3.2,2.96,0.037181,0.053759,-0.50533,-0.32551,4.5886,0.0062398
3.3,2.8867,-0.059546,-0.045365,0.18914,0.10291,5.9953,0.0074658
3.4,2.9411,-0.0028463,-0.055499,-0.062652,-0.37778,5.0764,0.007437
3.5,2.9636,0.0036489,-0.022364,-0.023909,0.088704,5.1507,0.009121
3.6,3.0405,0.044691,-0.032465,-0.22686,0.17563,5.758,0.0095507
3.7,3.0143,-0.10376,-0.11174,0.10794,0.089752,6.357,0.010091
3.8,3.0122,0.03952,-0.021452,0.2735,-0.49956,5.1623,0.00037369
3.9,3.0421,0.034168,0.035924,-0.054401,-0.27729,6.1811,-0.010959
4,2.9798,0.022911,-0.076915,0.67292,-0.5591,6.3189,0.014449
4.1,2.9582,-0.015978,0.079575,0.51417,-0.40897,5.2501,-0.0012019
4.2,3.0068,-0.035641,0.035683,-0.14024,0.081377,5.9577,-0.0037316
4.3,3.0044,0.048503,-0.015671,-0.014471,-0.32166,5.7804,-0.0095807
4.4,2.9773,0.0072413,0.013906,0.32723,-0.44045,6.8319,0.0091002
4.5,3.0185,-0.025429,0.015053,-0.76116,0.2778,7.0049,-0.0083411
4.6,3.0475,-0.015945,-0.001315,-0.05472,0.32769,6.1079,-0.0073547
4.7,2.9756,-0.050822,0.017567,0.2648,0.42933,7.3504,0.013361
4.8,3.011,0.027519,-0.011916,0.21689,-0.060163,7.3514,-0.0042833
4.9,2.9956,-0.035272,-0.08117,0.44348,-0.44015,7.9531,0.0090239
5,3.0325,-0.057304,-0.097992,0.65381,0.065063,7.1713,0.010625
5.1,3.0139,-0.0090532,-0.0011509,-0.10011,0.1102,7.6564,0.0060512
5.2,3.057,0.029456,-0.021928,-0.19396,0.32201,7.8144,-0.0097236
5.3,3.0216,-0.035734,-0.08763,-0.55797,-0.31475,7.8965,-0.01625
5.4,2.9854,-0.041509,-0.0088761,0.36829,-0.31575,7.6041,0.0075627
5.5,3.1106,-0.027546,0.08587,0.3519,0.017374,8.2634,0.011562
5.6,2.9517,-0.046995,-0.0035576,0.45299,0.43013,8.3583,-0.013524
5.7,3.0079,-0.0092229,0.033191,0.62307,0.79736,8.4099,-0.0083162
5.8,2.9649,-0.010059,0.03433,0.22076,0.49147,8.9936,0.005625
5.9,3.0438,-0.032909,0.091352,0.29629,-0.20853,8.2022,0.0032201
6,2.9903,0.0020128,-0.030488,0.035876,-0.63285,8.221,0.01161
6.1,2.9459,0.083216,-0.040057,-0.1394,0.13623,8.7702,0.0021882
6.2,2.8848,-0.046274,-0.029798,-0.53038,0.28479,9.0692,0.01003
6.3,2.8986,-0.051465,0.044,0.72738,-0.32758,9.6573,0.0071715
6.4,3.0159,0.068363,-0.087175,0.52156,-0.57909,9.2345,0.0050365
6.5,2.9806,0.025612,-0.016271,-0.46458,0.40982,8.8896,0.014098
6.6,3.067,-0.040894,-0.0022239,-0.33741,0.058466,9.473,0.00091341
6.7,2.9655,0.014367,-0.02219,0.06254,-0.49262,9.7968,-0.0089556
6.8,3.0142,0.011868,0.029106,-0.21709,0.38915,10.057,0.0084498
6.9,2.9489,0.03289,0.0070896,0.098369,-0.97639,9.4285,0.0036252
7,3.0242,0.051579,-0.031523,-0.0075069,-0.50791,10.093,0.011214
7.1,2.9546,-0.012457,0.030736,0.6214,-0.50167,9.9171,-0.0048217
7.2,2.9804,0.032036,-0.081024,-0.29064,0.36531,9.7174,-0.0079512
7.3,3.0379,0.056905,0.052303,0.46339,-0.16755,11.06,-0.0010646
7.4,2.9338,-0.0040088,0.003194,0.8076,0.035918,11.009,-0.01393
7.5,2.9303,0.12694,-0.027317,-0.098797,1.5002,11.64,0.0053146
7.6,3.0438,-0.061465,-0.051818,-1.0767,-0.42435,11.505,-0.018011
7.7,3.0132,-0.030273,0.020086,-0.56099,-0.19833,11.744,-0.0066066
7.8,2.9975,-0.0022065,-0.028347,-0.65839,-0.20344,12.407,-0.0098822
7.9,3.0539,0.022596,0.10794,-0.87495,-0.36769,11.397,0.0050445
8,2.9571,-0.0036,0.018975,0.46944,-0.49007,12.936,-0.0069297
8.1,3.1189,0.073144,-0.072145,0.2666,-0.3773,11.825,0.0071407
8.2,3.0637,0.0038324,-0.038873,0.24817,-0.019127,12.136,-0.010213
8.3,2.9638,-0.035733,0.065968,-0.17607,0.15118,11.949,0.017176
8.4,2.8686,0.047399,0.04597,-0.90335,0.69027,12.457,0.0055141
8.5,3.086,0.034711,-0.046742,-0.47149,0.20148,12.829,0.0072894
8.6,3.0069,0.064313,0.045004,0.34732,-0.13174,13.809,0.018735
8.7,2.9851,-0.070226,-0.052364,-0.74881,-0.02293,13.252,0.0097104
8.8,2.9955,-0.028311,-0.045841,-0.50237,0.57461,13.073,0.0052675
8.9,2.9726,-0.0616,-0.0034202,0.2805,-0.4276,12.61,5.0294e-05
9,2.9367,0.056043,-0.059764,0.37762,-0.52998,13.907,0.00038478
9.1,2.9697,-0.10057,0.070078,-0.32066,0.54888,13.188,0.01552
9.2,3.076,0.073737,0.056638,-0.063025,-0.32314,13.642,0.016552
9.3,2.9565,0.06918,-0.020111,0.735,-0.63158,13.875,-0.0085761
9.4,2.9633,-0.053292,-0.023434,0.21926,0.016051,14.011,0.0064777
9.5,2.9457,0.044541,-0.073984,-0.43743,0.49272,14.677,-0.017607
9.6,3.0512,-0.029855,0.015119,-0.35719,-0.35165,14.654,0.015289
9.7,2.9262,0.007094,0.084965,-0.45384,0.024014,14.542,0.0078044
9.8,3.0035,-0.01622,-0.056758,-0.33877,1.0143,14.588,0.020139
9.9,2.9522,0.11923,-0.08896,-0.37029,-0.62422,14.252,-0.0076102
10,0.019377,0.43385,-0.51666,-0.48019,-0.35304,13.908,-0.023513
10.1,-0.096348,0.43981,-0.5343,0.30717,-0.052857,14.719,-0.07005
10.2,0.022551,0.4905,-0.47325,0.37034,0.20187,15.813,-0.099872
10.3,0.0024722,0.54462,-0.54393,-0.34341,-0.72187,15.198,-0.11195
10.4,0.040087,0.47517,-0.48948,1.2838,0.39199,14.797,-0.14792
10.5,0.034499,0.535,-0.44622,0.91363,-0.23088,15.198,-0.19186
10.6,0.005323,0.43373,-0.60963,0.024745,0.43064,14.743,-0.21635
10.7,0.08149,0.47857,-0.52589,-0.042936,0.59289,14.766,-0.25543
10.8,-0.011251,0.52826,-0.49671,-0.38167,0.23334,15.281,-0.28155
10.9,-0.016635,0.47203,-0.5113,0.061797,0.27012,14.767,-0.32634
11,0.034387,0.55905,-0.53888,-0.045457,-0.39592,14.576,-0.3488
11.1,0.052714,0.47211,-0.59508,0.65089,-0.44174,15.345,-0.35882
11.2,-0.065421,0.54111,-0.49958,1.4291,-0.0076621,15.309,-0.40674
11.3,0.023975,0.50876,-0.57238,0.22687,-0.29421,15.751,-0.43304
11.4,0.065687,0.5652,-0.57782,0.012473,-0.51418,14.37,-0.46949
11.5,0.0069404,0.58612,-0.63522,-0.42852,0.19593,14.868,-0.505
