0,0,0,0,0,0
0.2,2.9481,2.9093,-0.44854,0.14276,-0.02179
0.3,3.0728,3.0583,1.354,0.52354,-0.0010691
0.4,2.9082,2.9937,1.461,0.63252,0.0034814
0.5,3.0207,2.9813,1.9529,0.14018,-0.0043826
0.6,3.0696,2.9816,2.6023,-0.1092,0.01082
0.7,2.9717,2.9952,2.861,0.061053,-0.0038312
0.8,2.9776,3.0072,4.2135,-0.0012675,0.030073
0.9,3.0523,3.0845,5.6333,-0.14375,-0.0048701
1,2.9165,2.9512,5.2571,-0.046095,0.0032528
1.1,3.0077,2.9403,5.8348,0.86915,-0.0030276
1.2,2.9538,2.9872,6.7684,-0.19458,-0.0042915
1.3,2.9827,3.0597,7.6224,-0.37738,-0.0075055
1.4,2.9124,3.0567,7.7459,-0.12184,0.0018021
1.5,2.9346,2.9536,8.4924,-0.16171,-0.020696
1.6,2.9612,3.0133,9.5388,0.044512,0.0014598
1.7,2.9758,3.0106,9.8729,-0.45432,0.010597
1.8,2.9164,2.9977,10.084,0.82898,-0.003151
1.9,3.1626,2.9862,10.439,1.173,-0.00018623
2,2.9871,3.0073,10.895,-0.73528,-0.006492
2.1,3.0035,3.0576,12.611,0.24293,0.012084
2.2,3.1322,3.0329,13.086,-0.15169,0.012095
2.3,2.9432,2.9833,12.767,-0.28158,0.020094
2.4,2.9897,2.9785,14.322,-0.15903,0.0032403
2.5,3.0279,2.9563,14.221,0.97006,0.0013859
2.6,3.0458,3.0644,15.292,0.063493,0.01296
2.7,2.9364,3.061,14.536,-0.63876,-0.0043234
2.8,2.9957,2.9176,16.593,-0.038562,-0.011084
2.9,2.9398,2.9514,16.377,-0.063984,-0.00054686
3,2.9704,2.9957,17.073,0.089321,0.015657
3.1,3.0435,2.9793,18.074,-0.080714,-0.0043191
3.2,2.9841,3.0562,18.324,0.096192,0.006229
3.3,2.9478,2.9239,19.589,0.19501,-0.0053959
3.4,3.0571,3.016,19.594,-0.22288,-0.0050716
3.5,2.9447,3.138,19.252,0.138,5.7124e-05
3.6,2.9353,2.9926,21.197,0.51846,0.0011394
3.7,3.0294,3.0885,21.545,-0.2893,-0.014432
3.8,3.0429,2.9743,22.918,0.036446,-0.0013577
3.9,2.9716,2.974,22.163,0.30267,-0.0042381
4,3.0323,2.9147,23.574,-0.46114,-0.015781
4.1,2.9881,3.0311,24.52,0.6218,-0.0038164
4.2,2.9516,3.1529,24.323,-0.3552,0.0047849
4.3,2.9459,2.9664,24.431,-0.10052,-0.011337
4.4,3.0196,3.0095,25.438,-0.19315,-0.0057492
4.5,3.0085,2.967,26.536,-0.42677,0.0059023
4.6,2.9917,2.897,27.096,0.47532,0.012716
4.7,3.0115,3.0743,27.948,1.0582,0.0026721
4.8,3.0241,3.0219,28.48,0.41784,0.010707
4.9,2.9505,2.935,29.471,0.4854,-0.008498
5,2.9975,3.0929,28.82,0.16525,-0.013904
5.1,3.0087,3.0155,29.909,0.47344,-0.0013673
5.2,3.0596,3.0551,30.462,0.13085,0.0021152
5.3,3.0486,3.0625,31.599,0.01395,-0.0089041
5.4,2.9355,3.0553,32.803,0.13619,-0.00068548
5.5,3.047,2.9157,32.27,-1.0027,0.0042976
5.6,3.0015,3.0165,32.785,-0.93551,0.0099817
5.7,2.9672,3.009,34.078,0.28773,-0.0082948
5.8,2.987,2.9892,34.698,0.64583,-0.010654
5.9,2.949,3.0066,34.799,0.1011,-0.010525
6,2.9327,2.996,36.021,0.31784,-0.0011878
6.1,2.9808,2.9437,36.452,0.42941,-0.0016623
6.2,3.0195,3.0137,37.066,0.82419,-0.017665
6.3,2.9846,2.996,36.559,-0.14572,0.0081625
6.4,2.962,2.8945,37.288,0.14431,-0.00765
6.5,3.0476,2.972,38.516,-0.29929,0.0063413
6.6,2.9177,3.0824,38.89,-0.069219,-0.014309
6.7,2.9999,2.9965,38.995,0.29931,0.020195
6.8,3.0597,2.9968,40.48,0.1075,0.0042204
6.9,2.8964,2.9545,40.657,0.31817,0.0036623
7,2.9949,2.8916,40.685,0.6718,0.0013805
7.1,3.0009,2.9831,43.458,-0.34347,-0.0014236
7.2,3.0269,3.0664,42.534,0.48507,0.0099857
7.3,3.0131,2.9341,43.603,0.052172,0.015567
7.4,2.9579,2.9998,43.547,-0.92256,-0.010525
7.5,2.9019,3.0848,44.521,0.30135,0.0020677
7.6,3.0562,3.076,44.797,-0.48308,0.011088
7.7,3.1127,2.989,45.219,0.16724,-0.0094411
7.8,2.961,3.0339,46.09,0.26432,-0.0050381
7.9,3.0294,3.0172,47.06,0.5886,0.0087522
8,2.9228,3.0914,46.777,-0.88401,0.0095916
8.1,2.9609,2.905,47.978,0.92174,0.0089775
8.2,3.0347,2.9465,48.196,0.4623,0.013292
8.3,3.0558,3.0279,48.689,-0.092708,0.012346
8.4,3.0708,3.0202,49.857,0.17571,-0.0046849
8.5,3.0433,3.0118,50.641,-0.06939,0.0033029
8.6,2.9695,3.0812,50.866,0.35973,-0.019434
8.7,3.0504,2.9822,51.917,-0.20798,0.0069558
8.8,2.9739,2.979,51.722,-0.74764,0.0043615
8.9,3.056,3.0084,52.475,-0.5701,-0.0097121
9,3.0896,3.0054,52.862,-0.55727,-0.0073902
9.1,2.9895,3.1022,54.025,-0.62086,-0.0072082
9.2,2.9509,3.0681,55.618,0.78189,-0.003355
9.3,3.0614,2.9982,55.139,-0.53965,-0.0023875
9.4,2.9614,2.9888,55.485,-0.16348,-0.015754
9.5,3.0271,2.9364,56.573,-0.30762,-0.0083818
9.6,2.9076,2.9851,57.462,0.84336,0.0054729
9.7,2.9368,2.9895,58.155,0.25583,-0.0061548
9.8,3.0118,3.0454,58.011,-0.37124,-0.0080007
9.9,3.0261,3.025,58.559,-0.75457,0.0011366
10,2.9868,3.0042,60.113,0.1531,-0.0082957
10.1,3.1073,2.9665,59.755,0.27713,-0.013667
10.2,3.007,2.998,61.631,0.62583,0.0039572
10.3,2.9456,3.026,61.022,-0.26313,-0.018595
10.4,2.8855,3.0174,62.025,-0.18901,0.0063488
10.5,3.0158,2.9307,61.786,0.58864,0.0045815
10.6,2.9841,2.9477,63.129,0.12279,-0.018521
10.7,3.0472,3.0031,63.767,-0.66046,0.016472
10.8,3.0418,2.9587,64.098,-0.30807,0.0041627
10.9,3.0404,3.0184,65.037,0.26791,-0.010805
11,3.0356,2.9564,65.708,-0.54718,0.010999
11.1,3.021,3.0396,65.662,0.39236,-0.0075256
11.2,2.9813,2.9865,66.856,0.63987,-0.0023414
11.3,2.9897,3.0154,66.864,0.7275,0.010545
11.4,3.0471,2.9768,67.008,-0.43232,0.0042562
11.5,2.9681,3.0155,68.063,0.10088,-0.0018657
11.6,3.0197,2.9167,69.659,-0.099219,0.0038442
11.7,3.093,3.0005,70.173,-0.16394,0.010261
11.8,3.0233,3.0004,70.058,0.27692,-0.0093696
11.9,2.9543,3.049,71.129,0.28377,-0.0038927
12,3.0005,2.9269,70.748,0.20725,-0.010731
12.1,3.0068,2.9221,71.777,-0.46935,0.0055633
12.2,3.0005,3.0136,72.027,-0.59416,-0.012578
12.3,3.0535,3.0301,73.294,-0.39444,-0.010757
12.4,3.0496,3.0248,73.251,0.82429,-0.017641
12.5,3.0163,3.0337,74.477,-0.4824,0.0025332
12.6,2.9894,3.0101,74.842,0.25686,-0.0050151
12.7,2.935,3.0455,76.088,0.41957,-0.016023
12.8,3.0221,2.9457,76.647,0.47288,0.010143
12.9,3.0909,2.9287,76.993,0.78904,0.00031842
13,3.0014,2.9649,77.955,0.13293,0.012118
13.1,2.9484,2.9585,78.021,0.096875,-0.009488
13.2,3.0185,2.9861,79.236,0.027682,0.0026325
13.3,2.9553,2.9162,78.038,1.0046,0.0059549
13.4,3.0743,2.9927,79.019,-0.56901,-0.011819
13.5,2.8798,3.0343,79.924,0.14853,0.0014505
13.6,2.9666,3.0634,81.156,-0.76555,-0.00087283
13.7,3.0148,2.9749,81.767,0.63662,0.0044361
13.8,3.0552,3.0961,83.032,0.17566,0.016306
13.9,2.9232,3.002,83.115,0.1702,-0.002718
14,2.8947,3.0018,82.775,-0.30919,0.0083119
14.1,2.9575,3.0422,83.616,0.97321,0.010479
14.2,2.9443,3.037,85.735,-1.3244,-0.0048723
14.3,2.936,3.0169,85.64,0.097652,7.4084e-05
14.4,3.0166,2.9468,85.294,0.38823,-0.0054008
14.5,3.0754,3.0507,85.92,0.18525,0.0072606
14.6,3.0097,2.9706,87.52,1.5543,0.00070701
14.7,3.0261,3.0809,87.372,-0.42505,0.0015671
14.8,2.8914,2.9575,87.748,0.50892,-0.0051294
14.9,2.9549,2.9744,88.522,0.61422,-0.0035976
15,2.9511,3.0362,89.6,0.38359,-0.0059946
15.1,2.9317,3.0137,89.973,-0.026313,-0.0047261
15.2,3.0177,3.0047,90.509,-0.17925,-0.024296
15.3,3.0614,3.0381,91.17,1.1563,0.012194
15.4,2.9733,2.9205,91.261,-0.57697,0.0052481
15.5,3.0042,3.0734,91.804,0.14994,0.0020339
15.6,2.9796,2.9373,93.517,1.0151,0.0088438
15.7,3.0336,2.9396,93.905,0.75027,0.0087597
15.8,3.0075,2.9856,94.492,-0.50788,-0.013922
15.9,2.9153,2.9852,94.378,0.60137,-0.001689
16,3.0416,2.8885,95.087,-0.47773,0.008016
16.1,3.0247,3.1445,96.992,0.73662,-0.0041145
16.2,2.8643,3.0295,96.567,-0.14257,0.016935
16.3,2.8474,2.9749,96.163,-0.63654,0.0040675
16.4,3.0501,2.9851,97.383,0.82466,0.0046649
16.5,3.0465,3.0555,99.07,1.2865,0.0075233
16.6,3.0354,3.0185,99.298,-0.0099984,8.5954e-05
16.7,3.0122,2.8862,100.2,0.34999,0.003136
16.8,3.0411,2.9727,99.717,0.30135,0.011538
16.9,3.0288,2.9851,100.04,0.46143,0.0058898
17,3.0682,3.0265,101.21,0.23955,0.0023098
17.1,2.9289,2.9803,101.69,-0.25589,-0.0027058
17.2,2.9533,3.0122,102.77,-0.21126,-0.0041229
17.3,3.0931,3.0703,102.66,0.30318,-0.0047759
17.4,2.981,2.9625,103.06,0.59525,-0.019303
17.5,2.9939,3.0113,103.57,0.42218,0.0019535
17.6,2.9909,2.9742,104.85,0.32192,-0.018825
17.7,3.0231,2.9284,105.55,0.55703,0.010383
17.8,2.9555,3.0153,105.56,-0.035476,0.012713
17.9,2.9068,3.0871,107.16,-0.66364,0.0178
18,3.0325,3.0451,107.55,-0.022077,0.01164
18.1,2.9427,2.9146,107.9,-0.022937,-0.01001
18.2,3.0113,3.0349,109.08,0.65705,-0.0016566
18.3,2.9767,2.993,108.99,-0.042646,0.01018
18.4,2.9956,2.9999,109.09,-0.45998,0.019582
18.5,2.9774,2.8877,110.28,-0.61167,-0.0073666
18.6,3.0228,3.0702,111.59,-0.84903,0.017556
18.7,2.9169,3.086,111.15,-0.12632,0.02687
18.8,3.0312,3.0939,112.33,1.2229,0.0024513
18.9,2.9829,2.8933,113.47,0.25014,-0.0024796
19,3.0851,3.0862,112.9,-0.14791,-0.013097
19.1,3.0473,2.9863,114.18,-0.2255,0.0093016
19.2,3.0122,3.019,115.26,-0.080173,-0.022663
19.3,3.0465,3.0234,115.46,0.26821,0.008274
19.4,3.061,3.0054,115.46,0.64349,-0.0043814
19.5,2.9548,3.0447,116.89,-0.24688,0.011085
19.6,3.0157,3.0949,117,-0.012083,0.00074988
19.7,3.1108,2.976,117.48,0.16183,0.0049631
19.8,2.9454,2.9736,117.39,-0.39401,-0.0015328
